Index,ID,Title,Average Score,Standard Deviation,Individual Scores
242,ZGNWW7xZ6Q,Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning,6.75,1.5,8-8-5-6
243,wpXGPCBOTX,Sparsistency for inverse optimal transport,6.75,1.5,6-8-8-5
244,oXYZJXDdo7,Retrieval is Accurate Generation,6.75,1.5,5-8-8-6
245,eiC4BKypf1,Turning large language models into cognitive models,6.75,1.5,8-6-8-5
246,Uw8xvFqVAE,A representation-learning game for classes of prediction tasks,6.75,1.5,8-6-8-5
247,loYSzjSaAK,Submodular Reinforcement Learning,6.75,1.5,6-8-5-8
248,kPrxk6tUcg,Neuron-Enhanced AutoEncoder Matrix Completion: Theory and Practice,6.75,1.5,8-8-6-5
249,Tlsdsb6l9n,Mol-Instructions - A Large-Scale Biomolecular Instruction Dataset for Large Language Models,6.75,1.5,5-8-8-6
250,bxfKIYfHyx,AlignDiff: Aligning Diverse Human Preferences via Behavior-Customisable Diffusion Model,6.75,1.5,6-5-8-8
251,qwYKE3VB2h,From Graphs to Hypergraphs: Hypergraph Projection and its Remediation,6.75,1.5,8-6-8-5
252,b3Cu426njo,Meta-Learning Priors Using Unrolled Proximal Neural Networks,6.75,1.5,5-6-8-8
253,0VBsoluxR2,MOFDiff: Coarse-grained Diffusion for Metal-Organic Framework Design,6.75,1.5,6-5-8-8
254,RMgqvQGTwH,Offline Data Enhanced On-Policy Policy Gradient with Provable Guarantees,6.75,1.5,8-5-8-6
255,qL9gogRepu,Zero and Few-shot Semantic Parsing with Ambiguous Inputs,6.75,1.5,8-6-5-8
256,jVEoydFOl9,Towards Foundation Models for Knowledge Graph Reasoning,6.75,1.5,8-5-8-6
257,gU58d5QeGv,Würstchen: An Efficient Architecture for Large-Scale Text-to-Image Diffusion Models,6.75,1.5,5-8-8-6
258,wG12xUSqrI,Score-based generative models break the curse of dimensionality in learning a family of sub-Gaussian distributions,6.75,1.5,5-8-6-8
259,tmBKIecDE9,Motif: Intrinsic Motivation from Artificial Intelligence Feedback,6.75,1.5,6-8-8-5
260,yTBXeXdbMf,Provable Reward-Agnostic Preference-Based Reinforcement Learning,6.75,1.5,5-8-8-6
261,ljwoQ3cvQh,The Optimal Constant Solution: Predictable Extrapolation in Deep Neural Networks,6.75,1.5,8-6-5-8
262,g9diuvxN6D,Evaluating the Zero-shot Robustness of Instruction-tuned Language Models,6.75,1.5,8-6-5-8
263,34STseLBrQ,Polynomial Width is Sufficient for Set Representation with High-dimensional Features,6.75,1.5,5-6-8-8
264,kJFIH23hXb,SE(3)-Stochastic Flow Matching for Protein Backbone Generation,6.75,1.5,6-8-5-8
265,SoismgeX7z,Generalized Schrödinger Bridge Matching,6.75,1.5,6-5-8-8
266,dQVtTdsvZH,Efficient Video Diffusion Models via Content-Frame Motion-Latent Decomposition,6.75,1.5,6-8-8-5
267,3eFMnZ3N4J,Efficient-3Dim: Learning a Generalizable Single-image Novel-view Synthesizer in One Day,6.75,1.5,5-6-8-8
268,hNhwSmtXRh,Lemur: Harmonizing Natural Language and Code for Language Agents,6.75,1.5,8-5-6-8
269,vrE2fqAInO,Fixed-Budget Differentially Private Best Arm Identification,6.75,1.5,6-8-5-8
270,xJ5N8qrEPl,Constrained Bi-Level Optimization: Proximal Lagrangian Value function Approach and Hessian-free Algorithm,6.75,1.5,6-8-8-5
271,Qox9rO0kN0,Learning Multi-Agent Communication from Graph Modeling Perspective,6.75,1.5,8-8-5-6
272,xGvPKAiOhq,How Over-Parameterization Slows Down Gradient Descent in Matrix Sensing: The Curses of Symmetry and Initialization,6.75,1.5,5-8-6-8
273,sOJriBlOFd,NeRM: Learning Neural Representations for High-Framerate Human Motion Synthesis,6.75,1.5,6-8-5-8
274,6mLjDwYte5,Mixture-of-Experts Meets Instruction Tuning: A Winning Combination for Large Language Models,6.75,1.5,8-6-5-8
275,7FeIRqCedv,SLiMe: Segment Like Me,6.75,1.5,5-6-8-8
276,sFyTZEqmUY,Learning Interactive Real-World Simulators,6.75,1.5,6-5-8-8
277,zSxpnKh1yS,"Task Adaptation from Skills: Information Geometry, Disentanglement, and New Objectives for Unsupervised Reinforcement Learning",6.75,1.5,8-6-5-8
278,ZULjcYLWKe,DMBP: Diffusion model based predictor for robust offline reinforcement learning against state observation perturbations,6.75,1.5,8-6-5-8
279,POFrdKvpea,ACRF: Compressing Explicit Neural Radiance Fields via Attribute Compression,6.75,1.5,5-8-8-6
280,U5BZcr0H7r,Multi-Armed Bandits with Abstention,6.75,1.5,6-8-5-8
281,Kl9CqKf7h6,FedHyper: A Universal and Robust Learning Rate Scheduler for Federated Learning with Hypergradient Descent,6.75,1.5,6-8-8-5
282,bTMMNT7IdW,Latent Trajectory Learning for Limited Timestamps under Distribution Shift over Time,6.75,1.5,5-6-8-8
283,fLf589bx1f,$\mathcal{B}$-Coder: On Value-Based Deep Reinforcement Learning for Program Synthesis,6.75,1.5,8-6-8-5
284,izrOLJov5y,Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM,6.75,1.5,5-6-8-8
285,DrhZneqz4n,Single Motion Diffusion,6.75,1.5,6-5-8-8
286,eAKmQPe3m1,PixArt-$\alpha$: Fast Training of Diffusion Transformer for Photorealistic Text-to-Image Synthesis,6.75,1.5,8-6-8-5
287,KC58bVmxyN,A Cognitive Model for Learning Abstract Relational Structures from Memory-based Decision-Making Tasks,6.75,1.5,5-8-8-6
288,ktG8Tun1Cy,Text-to-3D with Classifier Score Distillation,6.75,1.5,8-8-6-5
289,lLmqxkfSIw,Grounding Multimodal Large Language Models to the World,6.75,1.5,8-5-8-6
290,ttXg3SKAg5,"Connect, Collapse, Corrupt: Learning Cross-Modal Tasks with Uni-Modal Data",6.75,1.5,6-8-8-5
291,kNjrhD67LP,Leveraging Unpaired Data for Vision-Language Generative Models via Cycle Consistency,6.75,1.5,8-6-5-8
292,F5ERvanO6m,Deep Stochastic Mechanics,6.75,1.5,6-8-8-5
293,Ep0TtjVoap,ToRA: A Tool-Integrated Reasoning Agent for Mathematical Problem Solving,6.75,1.5,8-8-5-6
294,shr9PXz7T0,Large Language Models Are Not Robust Multiple Choice Selectors,6.75,1.5,8-8-6-5
295,BXY6fe7q31,Fine-tuning Multimodal LLMs to Follow Zero-shot Demonstrative Instructions,6.75,1.5,8-8-6-5
296,QJGj07PD9C,Guaranteed Approximation Bounds for Mixed-Precision Neural Operators,6.75,1.5,8-5-8-6
297,8EyRkd3Qj2,CLAP: Collaborative Adaptation for Checkerboard Learning,6.75,1.5,5-8-8-6
298,TlyiaPXaVN,Generative Adversarial Equilibrium Solvers,6.75,2.22,10-5-6-6
299,TjhUtloBZU,Understanding and Mitigating the Label Noise in Pre-training on Downstream Tasks,6.75,2.22,6-5-6-10
300,L6L1CJQ2PE,Massive Editing for Large Language Model via Meta Learning,6.75,2.22,5-10-6-6
301,KrtGfTGaGe,The Wasserstein Believer: Learning Belief Updates for Partially Observable Environments through Reliable Latent Space Models,6.75,2.22,10-5-6-6
302,TOWdQQgMJY,Discovering Failure Modes of Text-guided Diffusion Models via Adversarial Search,6.75,2.22,6-6-10-5
303,duyA42HlCK,HyperHuman: Hyper-Realistic Human Generation with Latent Structural Diffusion,6.75,2.22,10-6-6-5
304,fibxvahvs3,GAIA: a benchmark for General AI Assistants,6.75,2.5,3-8-8-8
305,qL6brrBDk2,SAFLEX: Self-Adaptive Augmentation via Feature Label Extrapolation,6.75,2.5,8-3-8-8
306,lajn1iROCu,SRL: Scaling Distributed Reinforcement Learning to Over Ten Thousand Cores,6.75,2.5,8-3-8-8
307,ix7rLVHXyY,Learning Performance-Improving Code Edits,6.75,2.5,8-8-3-8
308,dp27P5HBBt,Periodicity Decoupling Framework for Long-term Series Forecasting,6.75,2.5,8-8-3-8
309,LtuRgL03pI,InstructScene: Instruction-Driven 3D Indoor Scene Synthesis with Semantic Graph Prior,6.75,2.5,8-8-3-8
310,H4yQefeXhp,DMV3D: Denoising Multi-view Diffusion Using 3D Large Reconstruction Model,6.75,2.5,8-3-8-8
311,v7ZPwoHU1j,Statistically Optimal $K$-means Clustering via Nonnegative Low-rank Semidefinite Programming,6.75,2.5,8-8-3-8
312,li1Z0OQfnA,On Local Equilibrium in Non-Concave Games,6.75,2.99,6-10-8-3
313,JzvIWvC9MG,Generative Adversarial Inverse Multiagent Learning,6.75,2.99,6-3-10-8
314,kvByNnMERu,Estimating Shape Distances on Neural Representations with Limited Samples,6.75,2.99,6-3-10-8
315,r5njV3BsuD,Linear Convergence Bounds for Diffusion Models via Stochastic Localization,6.666666666666667,1.03,6-6-6-6-8-8
316,k581sTMyPt,Diagnosing Transformers: Illuminating Feature Spaces for Clinical Decision-Making,6.666666666666667,1.15,6-8-6
317,f3g5XpL9Kb,LiDAR: Sensing Linear Probing Performance in Joint Embedding SSL Architectures,6.666666666666667,1.15,6-8-6
318,B4nhr6OJWI,Instilling Inductive Biases with Subnetworks,6.666666666666667,1.15,8-6-6
319,THJEa8adBn,Harnessing Density Ratios for Online Reinforcement Learning,6.666666666666667,1.15,6-6-8
320,4WnqRR915j,Llemma: An Open Language Model for Mathematics,6.666666666666667,1.15,6-6-8
321,xt9Bu66rqv,Dual RL: Unification and New Methods for Reinforcement and Imitation Learning,6.666666666666667,1.15,6-6-8
322,lNZJyEDxy4,MCM: Masked Cell Modeling for Anomaly Detection in Tabular Data,6.666666666666667,1.15,6-8-6
323,YEPlTU5mZC,Implicit Gaussian process representation of vector fields over arbitrary latent manifolds,6.666666666666667,1.15,6-8-6
324,UCfz492fM8,CrossLoco: Human Motion Driven Control of Legged Robots via Guided Unsupervised Reinforcement Learning,6.666666666666667,1.15,8-6-6
325,DASh78rJ7g,Plugin estimators for selective classification with out-of-distribution detection,6.666666666666667,1.15,8-6-6
326,EmUVpfrXWN,Junk DNA Hypothesis: A Task-Centric Angle of LLM Pre-trained Weights through Sparsity,6.666666666666667,1.15,6-6-8
327,z4Hcegjzph,Pre-training with Random Orthogonal Projection Image Modeling,6.666666666666667,1.15,8-6-6
328,EArTDUmILF,VBH-GNN: Variational Bayesian Heterogeneous Graph Neural Networks for Cross-subject Emotion Recognition,6.666666666666667,1.15,6-6-8
329,bH6T0Jjw5y,Latent Representation and Simulation of Markov Processes via Time-Lagged Information Bottleneck,6.666666666666667,1.15,6-8-6
330,1VeQ6VBbev,Beyond Stationarity: Convergence Analysis of Stochastic Softmax Policy Gradient Methods,6.666666666666667,1.15,6-8-6
331,sY5N0zY5Od,DSPy: Compiling Declarative Language Model Calls into State-of-the-Art Pipelines,6.666666666666667,1.15,6-8-6
332,zwU9scoU4A,Learning Mean Field Games on Sparse Graphs: A Hybrid Graphex Approach,6.666666666666667,1.15,6-8-6
333,TjCDNssXKU,Learning Hierarchical World Models with Adaptive Temporal Abstractions from Discrete Latent Dynamics,6.666666666666667,1.15,6-6-8
334,FYKVPOHCpE,Improving Non-Transferable Representation Learning by Harnessing Content and Style,6.666666666666667,1.15,6-8-6
335,jKhNBulNMh,Rethinking Branching on Exact Combinatorial Optimization Solver: The First Deep Symbolic Discovery Framework,6.666666666666667,1.15,6-8-6
336,nY9nITZQjc,MIntRec2.0: A Large-scale Benchmark Dataset for Multimodal Intent Recognition and Out-of-scope Detection in Conversations,6.666666666666667,1.15,6-8-6
337,g8sGBSQjYk,On the Parameterization of Second-Order Optimization Effective towards the Infinite Width,6.666666666666667,1.15,6-8-6
338,6okaSfANzh,Large Language Model Cascades with Mixture of Thought Representations for Cost-Efficient Reasoning,6.666666666666667,1.15,8-6-6
339,TpD2aG1h0D,Meta Continual Learning Revisited: Implicitly Enhancing Online Hessian Approximation via Variance Reduction,6.666666666666667,1.15,6-6-8
340,Qa0ULgosc9,OpenTab: Advancing Large Language Models as Open-domain Table Reasoners,6.666666666666667,1.15,6-8-6
341,ShjMHfmPs0,Self-Consuming Generative Models Go MAD,6.666666666666667,1.15,8-6-6
342,zavLQJ1XjB,On the Limitations of Temperature Scaling for Distributions with Overlaps,6.666666666666667,1.15,8-6-6
343,F5dhGCdyYh,Illusory Attacks: Detectability Matters in Adversarial Attacks on Sequential Decision-Makers,6.666666666666667,1.15,6-6-8
344,80wh3jjCZf,Dynamic Neighborhood Construction for Structured Large Discrete Action Spaces,6.666666666666667,1.15,6-6-8
345,G0vdDSt9XM,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,6.666666666666667,1.15,6-6-8
346,CYmF38ysDa,FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets,6.666666666666667,1.15,6-6-8
347,QlqdXrzzD1,Towards Category Unification of 3D Single Object Tracking on Point Clouds,6.666666666666667,1.15,6-8-6
348,4znwzG92CE,"Habitat 3.0: A Co-Habitat for Humans, Avatars, and Robots",6.666666666666667,1.15,6-6-8
349,H3UayAQWoE,On the Humanity of Conversational AI: Evaluating the Psychological Portrayal of LLMs,6.666666666666667,1.15,8-6-6
350,mhgm0IXtHw,Noise Map Guidance: Inversion with Spatial Context for Real Image Editing,6.666666666666667,1.15,6-8-6
351,6Gzkhoc6YS,Personalize Segment Anything Model with One Shot,6.666666666666667,1.15,6-6-8
352,3bq3jsvcQ1,Step-Back Prompting Enables Reasoning Via Abstraction in Large Language Models,6.666666666666667,1.15,8-6-6
353,G32oY4Vnm8,PTaRL: Prototype-based Tabular Representation Learning via Space Calibration,6.666666666666667,1.15,6-8-6
354,89A5c6enfc,Local Graph Clustering with Noisy Labels,6.666666666666667,1.15,8-6-6
355,SKulT2VX9p,Interventional Fairness on Partially Known Causal Graphs: A Constrained Optimization Approach,6.666666666666667,1.15,8-6-6
356,6MRm3G4NiU,SaProt: Protein Language Modeling with Structure-aware Vocabulary,6.666666666666667,1.15,6-6-8
357,6PmJoRfdaK,LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models,6.666666666666667,1.15,6-8-6
358,IZMPWmcS3H,HIFA: High-fidelity Text-to-3D Generation with Advanced Diffusion Guidance,6.666666666666667,1.15,6-8-6
359,LemSSn8htt,Delta-AI: Local objectives for amortized inference in sparse graphical models,6.666666666666667,1.15,6-6-8
360,Pc8AU1aF5e,Synapse: Trajectory-as-Exemplar Prompting with Memory for Computer Control,6.666666666666667,1.15,8-6-6
361,WQYHbr36Fo,Mind Your Augmentation: The Key to Decoupling Dense Self-Supervised Learning,6.666666666666667,1.15,6-8-6
362,wHLDHRkmEu,BarLeRIa: An Efficient Tuning Framework for Referring Image Segmentation,6.666666666666667,1.15,6-8-6
363,mhyQXJ6JsK,Enabling Efficient Equivariant Operations in the Fourier Basis via Gaunt Tensor Products,6.666666666666667,1.15,8-6-6
364,l60EM8md3t,Revisiting Deep Audio-Text Retrieval Through the Lens of Transportation,6.666666666666667,1.15,6-6-8
365,0V5TVt9bk0,Q-Bench: A Benchmark for General-Purpose Foundation Models on Low-level Vision,6.666666666666667,1.15,6-8-6
366,EHrvRNs2Y0,ResFields: Residual Neural Fields for Spatiotemporal Signals,6.666666666666667,1.15,6-8-6
367,jj5ZjZsWJe,Stochastic Controlled Averaging for Federated Learning with Communication Compression,6.666666666666667,1.15,6-8-6
368,WhgB5sispV,Real-time Photorealistic Dynamic Scene Representation and Rendering with 4D Gaussian Splatting,6.666666666666667,1.15,8-6-6
369,gzYgsZgwXa,Path Choice Matters for Clear Attributions in Path Methods,6.666666666666667,1.15,6-6-8
370,I5lcjmFmlc,Robust Classification via a Single Diffusion Model,6.666666666666667,1.15,6-6-8
371,PQY2v6VtGe,Confidential-DPproof: Confidential Proof of Differentially Private Training,6.666666666666667,2.89,5-5-10
372,aHmNpLlUlb,InsertNeRF: Instilling Generalizability into NeRF with HyperNet Modules,6.666666666666667,2.89,5-5-10
373,7vVWiCrFnd,Rethinking and Extending the Probabilistic Inference Capacity of GNNs,6.6,1.34,8-6-8-5-6
374,YItWKZci78,Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,6.6,1.34,5-8-6-6-8
375,IjMUGuUmBI,GraphChef: Decision-Tree Recipes to Explain Graph Neural Networks,6.6,1.34,6-8-6-8-5
376,EhrzQwsV4K,L2MAC: Large Language Model Automatic Computer for Unbounded Code Generation,6.6,1.34,8-5-6-6-8
377,ZTssMmhC2X,How to Fine-Tune Vision Models with SGD,6.6,1.34,8-8-6-5-6
378,TTonmgTT9X,Fast Hyperboloid Decision Tree Algorithms,6.6,1.34,8-6-8-6-5
379,STUGfUz8ob,When can transformers reason with abstract symbols?,6.6,1.34,6-6-8-5-8
380,i6EtCiIK4a,Rethinking Moreau Envelope for Nonconvex Bi-Level Optimization: A Single-loop and Hessian-free Solution Strategy,6.6,1.34,8-6-8-5-6
381,Si3YFA641c,R-EDL: Relaxing Nonessential Settings of Evidential Deep Learning,6.6,1.34,6-8-8-6-5
382,sPUrdFGepF,Consistent4D: Consistent 360° Dynamic Object Generation from Monocular Video,6.6,1.95,6-6-6-5-10
383,KPmajBxEaF,LEAP: Liberate Sparse-View 3D Modeling from Camera Poses,6.6,1.95,6-6-5-10-6
384,SEiuSzlD1d,Mask-based modeling for Neural Radiance Fields,6.571428571428571,0.98,6-6-6-8-6-6-8
385,kC5nZDU5zf,Selective Visual Representations Improve Convergence and Generalization for Embodied AI,6.5,1.0,6-6-8-6
386,M6XWoEdmwf,AMAGO: Scalable In-Context Reinforcement Learning for Adaptive Agents,6.5,1.0,6-6-8-6
387,PdaPky8MUn,Never Train from Scratch: Fair Comparison of Long-Sequence Models Requires Data-Driven Priors,6.5,1.0,8-6-6-6
388,hkSjjs4o5d,A Differentially Private Clustering Algorithm for Well-Clustered Graphs,6.5,1.0,6-6-6-8
389,XOnya9gSdF,Consistent algorithms for multi-label classification with macro-at-$k$ metrics,6.5,1.0,6-6-8-6
390,BlkxbI6vzl,A Fast and Provable Algorithm for Sparse Phase Retrieval,6.5,1.0,8-6-6-6
391,8BAkNCqpGW,A Policy Gradient Method for Confounded POMDPs,6.5,1.0,8-6-6-6
392,r42tSSCHPh,Catastrophic Jailbreak of Open-source LLMs via Exploiting Generation,6.5,1.0,6-6-8-6
393,49ZYkhEGmv,Scalabale AI Safety via Doubly-Efficient Debate,6.5,1.0,6-6-8-6
394,MVe2dnWPCu,A Probabilistic Framework for Modular Continual Learning,6.5,1.0,6-8-6-6
395,5tGGWOijvq,Prompt Risk Control: A Rigorous Framework for Responsible Deployment of Large Language Models,6.5,1.0,8-6-6-6
396,RsztjXcvUf,A Primal-Dual Approach to Solving Variational Inequalities with General Constraints,6.5,1.0,6-8-6-6
397,IcR1OOFzxm,Towards Generative Abstract Reasoning: Completing Raven’s Progressive Matrix via Rule Abstraction and Selection,6.5,1.0,6-6-6-8
398,5hAMmCU0bK,Towards Robust Offline Reinforcement Learning under Diverse Data Corruption,6.5,1.0,8-6-6-6
399,9zhHVyLY4K,Leveraging Generative Models for Unsupervised Alignment of Neural Time Series Data,6.5,1.0,6-6-8-6
400,xUO1HXz4an,Negative Label Guided OOD Detection with Pretrained Vision-Language Models,6.5,1.0,6-6-8-6
401,tveiUXU2aa,SWAP-NAS: Sample-Wise Activation Patterns for Ultra-fast NAS,6.5,1.0,6-6-6-8
402,j8hdRqOUhN,Solving Inverse Problems with Latent Diffusion Models via Hard Data Consistency,6.5,1.0,8-6-6-6
403,bWcnvZ3qMb,FITS: Modeling Time Series with $10k$ Parameters,6.5,1.0,8-6-6-6
404,WZu4gUGN13,Latent Intuitive Physics: Learning to Transfer Hidden Physics from a 3D Video,6.5,1.0,8-6-6-6
405,tfp4FxWCC8,Topo-Diffusion: Topological Diffusion Model for Image and Point Cloud Generation,6.5,1.0,6-6-6-8
406,jvveGAbkVx,Fair Classifiers that Abstain without Harm,6.5,1.0,6-8-6-6
407,4rBEgZCubP,Learning 3D Particle-based Simulators from RGB-D Videos,6.5,1.0,6-6-6-8
408,rxVBKhyfSo,Selective Mixup Fine-Tuning for Optimizing Non-Decomposable Metrics,6.5,1.0,6-8-6-6
409,kvcbV8KQsi,"Successor Heads: Recurring, Interpretable Attention Heads In The Wild",6.5,1.0,8-6-6-6
410,ikX6D1oM1c,A Neural Framework for Generalized Causal Sensitivity Analysis,6.5,1.0,6-8-6-6
411,EhmEwfavOW,HoloNets: Spectral Convolutions do extend to Directed Graphs,6.5,1.0,6-6-8-6
412,4UiLqimGm5,Coordinate-Aware Modulation for Neural Fields,6.5,1.0,6-6-8-6
413,lHZm9vNm5H,Efficient ConvBN Blocks for Transfer Learning and Beyond,6.5,1.0,6-8-6-6
414,UmMa3UNDAz,EfficientDM: Efficient Quantization-Aware Fine-Tuning of Low-Bit Diffusion Models,6.5,1.0,6-8-6-6
415,3TO3TtnOFl,BTR: Binary Token Representations for Efficient Retrieval Augmented Language Models,6.5,1.0,6-6-8-6
416,Wd47f7HEXg,Quasi-Monte Carlo for 3D Sliced Wasserstein,6.5,1.0,6-6-6-8
417,0uI5415ry7,Linear attention is (maybe) all you need (to understand Transformer optimization),6.5,1.0,6-6-8-6
418,FUgrjq2pbB,MVDream: Multi-view Diffusion for 3D Generation,6.5,1.0,6-6-6-8
